Order_ID,Product_ID,Quantity,Sales
ES-2011-3121115,TEC-PH-10000037,5,773
AO-2011-8000,TEC-MOT-10001178,1,143
IN-2012-79103,TEC-PH-10004261,3,413
MX-2012-143196,TEC-PH-10000014,1,53
MX-2012-154459,TEC-PH-10002102,3,152
IR-2012-7970,TEC-CIS-10001938,1,182
EG-2012-4680,TEC-SAM-10000779,1,139
ES-2012-3905102,TEC-PH-10003325,3,370
ES-2012-4287995,TEC-PH-10002419,3,248
SF-2012-1390,TEC-NOK-10001282,2,273
IN-2012-66531,TEC-PH-10000303,2,1272
ES-2012-4662036,TEC-PH-10002119,3,223
IT-2012-2737300,TEC-PH-10002715,2,364
ES-2012-1342242,TEC-PH-10001148,1,137
ES-2012-2212320,TEC-PH-10002564,6,867
ES-2012-2212320,TEC-PH-10002035,3,1917
MO-2012-100,TEC-SAM-10004785,4,2545
IR-2012-3550,TEC-APP-10001340,2,147
IR-2012-3550,TEC-SAM-10001017,6,757
ES-2012-5327329,TEC-PH-10002296,5,683
MX-2012-158582,TEC-PH-10004237,6,261
IR-2012-5450,TEC-CIS-10002259,1,651
IT-2012-2619984,TEC-PH-10004823,4,2544
MX-2012-101616,TEC-PH-10001424,7,643
EZ-2012-2340,TEC-APP-10001851,1,75
US-2012-168347,TEC-PH-10000106,1,425
IN-2012-33820,TEC-PH-10002652,2,1303
ES-2012-5877219,TEC-PH-10004583,9,5785
BU-2013-7380,TEC-CIS-10003501,1,153
ES-2013-4701811,TEC-PH-10003620,2,279
IN-2013-11301,TEC-PH-10001917,3,419
ES-2013-1209595,TEC-PH-10004450,5,409
MX-2013-167276,TEC-PH-10003157,4,329
RS-2013-9090,TEC-SAM-10003520,6,440
LY-2013-4320,TEC-NOK-10001844,1,65
IN-2013-76835,TEC-PH-10004300,6,409
IN-2013-15529,TEC-PH-10003002,2,1303
MX-2013-121881,TEC-PH-10002574,1,94
MX-2013-151568,TEC-PH-10002815,5,2121
IN-2013-50515,TEC-PH-10000840,2,364
ES-2013-1319533,TEC-PH-10002932,2,247
MX-2013-147690,TEC-PH-10002672,5,2171
MX-2013-147844,TEC-PH-10003457,7,3046
MX-2013-134572,TEC-PH-10002102,3,152
IN-2013-52398,TEC-PH-10000822,2,249
ES-2013-1776729,TEC-PH-10004823,3,1908
ES-2013-2548559,TEC-PH-10004505,2,1275
ES-2013-2996255,TEC-PH-10002565,1,167
IN-2013-85186,TEC-PH-10001824,4,504
MX-2013-135664,TEC-PH-10003177,1,82
MX-2013-166863,TEC-PH-10004251,6,672
MX-2013-169803,TEC-PH-10003522,3,149
MO-2014-4870,TEC-MOT-10001244,6,1040
IN-2014-52538,TEC-PH-10003075,2,276
SF-2014-7340,TEC-MOT-10003050,2,1286
MX-2014-148761,TEC-PH-10002251,3,265
MX-2014-121993,TEC-PH-10002332,3,347
MX-2014-114510,TEC-PH-10004048,5,561
MX-2014-106208,TEC-PH-10003416,5,217
AG-2014-4290,TEC-NOK-10000784,8,1008
IZ-2014-7810,TEC-CIS-10002153,1,185
ES-2014-2565448,TEC-PH-10000037,8,1237
EG-2014-460,TEC-MOT-10003348,1,643
EG-2014-460,TEC-NOK-10002716,2,333
IR-2014-8690,TEC-SAM-10003538,1,125
PL-2014-920,TEC-CIS-10002598,1,182
IN-2014-78725,TEC-PH-10001670,4,2576
SF-2014-3260,TEC-APP-10001586,14,1727
US-2014-139381,TEC-PH-10004328,3,352
ES-2014-5887865,TEC-PH-10004152,2,147
KE-2014-500,TEC-CIS-10002153,1,185
MX-2014-149734,TEC-PH-10002574,7,660
IZ-2014-1640,TEC-NOK-10004183,1,65
SA-2014-7510,TEC-CIS-10000436,2,277
IN-2014-13051,TEC-PH-10003913,5,697
MX-2014-159408,TEC-PH-10003416,6,261
IN-2014-17615,TEC-PH-10002806,2,334
GH-2014-7350,TEC-CIS-10000791,1,183
IN-2014-55296,TEC-PH-10004509,2,339
ES-2014-5605089,TEC-PH-10004823,2,1272
MX-2014-106320,TEC-PH-10001284,3,1273
QA-2014-940,TEC-MOT-10000554,4,2576
ES-2011-1043483,TEC-PH-10003847,6,440
MX-2011-106803,TEC-PH-10001298,4,192
MX-2011-163636,TEC-PH-10004880,3,309
IN-2011-75743,TEC-PH-10002217,3,555
ES-2011-5861038,TEC-PH-10004105,3,390
ES-2011-5158527,TEC-PH-10002586,1,65
MX-2011-155999,TEC-PH-10002127,3,1303
ES-2011-4154402,TEC-PH-10003774,4,354
MG-2011-1830,TEC-SAM-10000588,4,266
MX-2011-131996,TEC-PH-10003522,3,149
IR-2011-9650,TEC-CIS-10002598,1,182
IN-2011-16341,TEC-PH-10000922,3,219
ES-2012-1667548,TEC-PH-10000026,5,340
EG-2012-40,TEC-SAM-10004851,1,65
MX-2012-126074,TEC-PH-10004237,4,174
ES-2012-5776825,TEC-PH-10003492,3,550
ES-2012-5776825,TEC-PH-10002079,7,558
IZ-2012-3950,TEC-NOK-10001219,2,279
MX-2012-132038,TEC-PH-10002815,4,1697
MX-2012-132038,TEC-PH-10004074,4,1696
MX-2012-143112,TEC-PH-10004404,9,440
ES-2012-3471823,TEC-PH-10001664,3,216
MX-2012-128384,TEC-PH-10004048,3,336
IN-2012-57123,TEC-PH-10004559,3,369
MX-2012-135174,TEC-PH-10004880,3,309
MX-2012-130351,TEC-PH-10002672,8,3474
SA-2013-4310,TEC-CIS-10002153,1,185
MX-2013-147543,TEC-PH-10001587,9,457
IN-2013-38685,TEC-PH-10000896,8,1215
AO-2013-2100,TEC-APP-10001389,1,167
MX-2013-107405,TEC-PH-10002387,5,487
MA-2013-2910,TEC-APP-10004469,2,279
MZ-2013-9300,TEC-APP-10004049,1,126
IN-2013-41051,TEC-PH-10004402,2,177
IN-2013-78935,TEC-PH-10001457,3,1913
IN-2013-38902,TEC-PH-10000358,2,146
IN-2013-46854,TEC-PH-10001321,5,699
ID-2013-45524,TEC-PH-10003913,5,697
MX-2013-119816,TEC-PH-10001264,3,304
MX-2013-100223,TEC-PH-10003457,7,3046
MX-2013-121846,TEC-PH-10002708,5,411
MX-2013-110933,TEC-PH-10003935,2,186
IR-2013-9980,TEC-CIS-10003501,10,1531
RO-2013-7850,TEC-APP-10002310,4,273
IZ-2013-6830,TEC-NOK-10003743,1,137
IN-2013-25539,TEC-PH-10003723,3,500
MX-2013-102869,TEC-PH-10003932,4,445
MX-2013-142006,TEC-PH-10003102,1,111
ES-2013-1679213,TEC-PH-10004028,8,596
MX-2014-144953,TEC-PH-10002572,2,226
LY-2014-4680,TEC-CIS-10003439,4,354
IN-2014-27303,TEC-PH-10002683,2,1273
ES-2014-1311038,TEC-PH-10003963,3,414
ES-2014-1325616,TEC-PH-10001163,2,265
SF-2014-5070,TEC-NOK-10001678,2,339
IN-2014-46616,TEC-PH-10002104,5,707
IN-2014-72054,TEC-PH-10000780,5,3271
CT-2014-5650,TEC-MOT-10001196,1,176
IN-2014-45216,TEC-PH-10000169,1,639
ES-2014-2233840,TEC-PH-10004732,11,916
IN-2014-20870,TEC-PH-10003075,3,414
IN-2014-60623,TEC-PH-10001730,2,289
AG-2014-4840,TEC-NOK-10004541,1,68
MX-2014-166254,TEC-PH-10003457,2,870
MX-2014-164217,TEC-PH-10004182,5,2142
PL-2014-3470,TEC-SAM-10001935,1,68
IN-2014-84458,TEC-PH-10002699,2,306
IT-2014-1036058,TEC-PH-10000270,4,261
ES-2014-5631536,TEC-PH-10002296,7,956
MX-2014-158463,TEC-PH-10004871,2,110
IN-2014-32770,TEC-PH-10003856,4,2582
IN-2014-32770,TEC-PH-10004358,5,340
IN-2014-38412,TEC-PH-10001457,2,1275
MX-2014-101826,TEC-PH-10000106,1,425
IN-2014-47218,TEC-PH-10004085,4,668
IN-2014-14780,TEC-PH-10004664,5,3195
IN-2014-14780,TEC-PH-10004358,7,476
IN-2014-14780,TEC-PH-10003239,1,137
IT-2014-1691611,TEC-PH-10003353,3,224
IN-2014-57711,TEC-PH-10000896,2,304
IN-2014-37320,TEC-PH-10003856,7,4519
IN-2014-37320,TEC-PH-10003813,5,683
IN-2014-42213,TEC-PH-10003556,3,370
MX-2014-162201,TEC-PH-10003877,9,408
IN-2014-80503,TEC-PH-10003511,2,249
ES-2014-1367750,TEC-PH-10004635,6,391
IN-2014-86537,TEC-PH-10003400,2,286
IN-2014-47337,TEC-PH-10002806,3,501
IN-2014-45622,TEC-PH-10002104,9,1272
LE-2011-9590,TEC-HP -10000464,1,174
ES-2011-5861038,TEC-CO-10001145,2,285
IN-2011-28654,TEC-CO-10002697,3,1131
CG-2011-2540,TEC-HP -10004012,2,248
IN-2011-78284,TEC-CO-10004267,1,147
IZ-2011-7430,TEC-SHA-10003039,1,168
IN-2011-86278,TEC-CO-10002696,4,583
IN-2011-79971,TEC-CO-10000972,3,505
ES-2012-1023382,TEC-CO-10000500,2,379
IN-2012-84675,TEC-CO-10001869,2,379
SG-2012-2990,TEC-BRO-10004802,2,633
RS-2012-3010,TEC-SHA-10004184,1,118
SF-2012-5260,TEC-HP -10002307,1,173
IN-2012-64403,TEC-CO-10003574,2,282
IN-2012-55387,TEC-CO-10003992,3,390
IT-2012-1478733,TEC-CO-10000620,2,757
EG-2012-7790,TEC-BRO-10000463,2,527
SY-2012-8920,TEC-HP -10003248,1,298
IS-2012-3230,TEC-CAN-10002843,1,147
ES-2012-3679676,TEC-CO-10000405,2,636
IT-2012-5711400,TEC-CO-10002659,4,1188
CG-2013-4760,TEC-BRO-10004802,4,1267
IT-2013-3876705,TEC-CO-10000011,5,612
IN-2013-41667,TEC-CO-10003496,2,757
RO-2013-9750,TEC-CAN-10002337,1,149
IT-2013-1635889,TEC-CO-10001628,5,598
ES-2013-2934598,TEC-CO-10002872,2,297
ES-2013-2934598,TEC-CO-10004365,2,723
IN-2013-74595,TEC-CO-10002380,3,569
ES-2013-3446925,TEC-CO-10001894,3,718
IN-2013-46385,TEC-CO-10004997,3,1145
IN-2013-82673,TEC-CO-10002678,4,1508
SF-2013-8280,TEC-HP -10004149,4,968
SF-2013-8280,TEC-SHA-10004390,2,711
ID-2013-45524,TEC-CO-10002150,2,382
ES-2013-3050823,TEC-CO-10001831,3,360
RS-2013-7350,TEC-SHA-10001309,1,295
IZ-2013-1040,TEC-HP -10003894,4,1441
ES-2014-1325616,TEC-CO-10002284,4,1060
IN-2014-50977,TEC-CO-10000786,2,640
IN-2014-37040,TEC-CO-10003589,3,899
UP-2014-7700,TEC-HP -10002095,1,245
ES-2014-4682575,TEC-CO-10002269,2,297
IT-2014-2810229,TEC-CO-10002583,1,193
ES-2014-2199059,TEC-CO-10001008,1,191
IN-2014-20870,TEC-CO-10003982,4,508
RS-2014-9190,TEC-HEW-10004522,1,265
RS-2014-9190,TEC-HP -10004451,1,129
IN-2014-58551,TEC-CO-10003777,3,786
ES-2014-4896612,TEC-CO-10004169,4,513
ES-2014-2707054,TEC-CO-10002916,2,300
IT-2014-2147306,TEC-CO-10004252,5,651
IN-2014-32770,TEC-CO-10003951,2,487
IN-2014-37320,TEC-CO-10002587,1,169
IR-2014-2890,TEC-HEW-10001074,4,1285
MO-2011-3300,TEC-HP -10001905,1,124
IN-2011-49129,TEC-CO-10003992,6,781
ES-2011-3525697,TEC-CO-10003965,3,442
IR-2011-6390,TEC-CAN-10002363,1,318
ES-2011-3186072,TEC-CO-10001596,3,1141
ES-2011-3186072,TEC-CO-10000620,5,1892
IN-2011-15256,TEC-CO-10001787,8,1383
ID-2011-71648,TEC-CO-10000825,5,744
IN-2011-28143,TEC-CO-10001222,6,1774
ZA-2011-7570,TEC-BRO-10003876,2,637
EG-2012-5130,TEC-CAN-10004354,1,147
ES-2012-3710236,TEC-CO-10003516,3,368
IN-2012-81581,TEC-CO-10004078,2,249
ES-2012-4263971,TEC-CO-10002686,1,320
IN-2012-62688,TEC-CO-10000447,3,1140
ES-2012-2224678,TEC-CO-10004563,7,1716
IN-2012-40043,TEC-CO-10004535,3,954
AG-2012-6020,TEC-HP -10004082,1,173
ES-2012-4286133,TEC-CO-10004005,4,956
IN-2012-21234,TEC-CO-10001846,2,385
IN-2012-68561,TEC-CO-10003250,3,428
IN-2012-14920,TEC-CO-10003102,5,1318
ES-2012-2141070,TEC-CO-10004169,2,257
ES-2012-3109926,TEC-CO-10004662,1,321
AG-2012-2220,TEC-HEW-10002304,6,1909
ES-2013-4017249,TEC-CO-10004377,3,950
AU-2013-9620,TEC-HP -10000464,1,174
IN-2013-29410,TEC-CO-10002674,2,334
IN-2013-67098,TEC-CO-10003448,9,1324
IN-2013-79530,TEC-CO-10001382,5,621
CG-2013-9730,TEC-CAN-10004913,1,262
IZ-2013-8180,TEC-HP -10004012,6,744
IN-2013-69051,TEC-CO-10001204,2,482
IN-2013-39413,TEC-CO-10000666,3,790
ES-2013-2447615,TEC-CO-10001162,2,757
IN-2013-76835,TEC-CO-10004170,3,1075
ES-2013-1217902,TEC-CO-10003406,4,692
ES-2013-1598291,TEC-CO-10000338,3,573
ID-2013-69345,TEC-CO-10002283,3,781
ES-2013-2339975,TEC-CO-10002769,5,1498
IN-2013-28304,TEC-CO-10003951,6,1462
IN-2013-85186,TEC-CO-10000415,6,892
IS-2013-5600,TEC-CAN-10003392,1,264
ES-2014-2637201,TEC-CO-10000013,13,4141
IT-2014-1036058,TEC-CO-10002962,3,1072
SF-2014-5970,TEC-HP -10004590,1,301
IN-2014-52538,TEC-CO-10001703,3,569
IN-2014-54197,TEC-CO-10002197,2,382
CG-2014-5570,TEC-SHA-10004083,2,337
ES-2014-5468847,TEC-CO-10002242,3,579
IN-2014-39105,TEC-CO-10001352,3,385
EG-2014-460,TEC-HP -10002221,1,127
IN-2014-33869,TEC-CO-10003574,4,564
IR-2014-8690,TEC-CAN-10001437,1,379
ES-2014-2756281,TEC-CO-10002174,3,730
IZ-2014-6890,TEC-HP -10002221,1,127
SF-2014-3260,TEC-BRO-10002103,10,1487
SF-2014-3260,TEC-BRO-10003986,1,144
IN-2014-26981,TEC-CO-10001410,1,141
IN-2014-20716,TEC-CO-10003102,2,527
ES-2014-2406018,TEC-CO-10001678,3,955
ES-2014-3133751,TEC-CO-10003516,2,245
QA-2014-940,TEC-CAN-10004913,6,1573
QA-2014-940,TEC-SHA-10000479,1,120
MX-2011-150567,TEC-MA-10000560,1,201
ES-2011-1043483,TEC-MA-10002918,3,486
MO-2011-3300,TEC-KON-10003211,1,311
MO-2011-720,TEC-PAN-10000577,1,311
MO-2011-720,TEC-STA-10000893,2,598
ES-2011-2266607,TEC-MA-10001494,2,625
ES-2011-3897276,TEC-MA-10003185,3,234
ES-2011-4182812,TEC-MA-10003923,3,369
GH-2011-3310,TEC-STA-10001487,2,77
ES-2011-4351366,TEC-MA-10002149,5,605
MX-2011-109239,TEC-MA-10004249,3,93
RS-2011-50,TEC-EPS-10003962,1,170
ES-2011-3276063,TEC-MA-10000875,2,628
MX-2011-137603,TEC-MA-10001403,4,130
MX-2011-148579,TEC-MA-10003730,2,216
MX-2011-145520,TEC-MA-10000374,7,557
ES-2011-5608714,TEC-MA-10004896,1,73
IN-2011-47596,TEC-MA-10003632,8,371
SF-2011-7460,TEC-STA-10004536,1,302
ES-2011-3121115,TEC-MA-10000473,7,583
RS-2011-1760,TEC-PAN-10000878,1,85
AO-2011-8000,TEC-KON-10001624,2,245
EG-2011-590,TEC-OKI-10001062,1,267
IN-2012-55737,TEC-MA-10000768,3,505
EG-2012-40,TEC-EPS-10000689,1,170
IZ-2012-1630,TEC-EPS-10001323,1,46
IN-2012-68358,TEC-MA-10001711,1,85
ES-2012-3303731,TEC-MA-10000261,2,74
UP-2012-1240,TEC-KON-10001624,1,122
MO-2012-100,TEC-STA-10003330,1,253
MX-2012-109561,TEC-MA-10004486,5,239
ES-2012-4147201,TEC-MA-10002779,3,354
ES-2012-3330001,TEC-MA-10001624,3,246
ES-2012-1706068,TEC-MA-10002771,5,1495
EG-2012-5810,TEC-PAN-10002884,2,624
MX-2012-162236,TEC-MA-10004684,2,97
ES-2012-3181108,TEC-MA-10003461,7,305
ES-2012-3820035,TEC-MA-10003557,4,1249
IN-2012-51705,TEC-MA-10002389,5,545
JO-2013-7700,TEC-PAN-10002690,1,174
MX-2013-139948,TEC-MA-10002571,3,173
CM-2013-70,TEC-PAN-10000092,4,1237
IT-2013-4063561,TEC-MA-10000433,5,1533
IR-2013-4560,TEC-OKI-10001385,1,311
ES-2013-2491395,TEC-MA-10000110,4,298
IN-2013-76835,TEC-MA-10000697,1,164
ES-2013-5414306,TEC-MA-10002195,2,228
MX-2013-111038,TEC-MA-10001187,4,139
IV-2013-4360,TEC-KON-10001624,1,122
ES-2013-5590763,TEC-MA-10001494,2,625
ES-2013-1776729,TEC-MA-10002264,3,800
IR-2013-7680,TEC-STA-10003925,4,654
EG-2013-3870,TEC-PAN-10004360,1,49
MO-2013-8650,TEC-OKI-10004735,2,246
IZ-2013-5220,TEC-STA-10003925,1,164
IN-2013-42731,TEC-MA-10002340,5,603
IZ-2014-3660,TEC-EPS-10004558,4,1227
IN-2014-66062,TEC-MA-10002871,3,354
IN-2014-27303,TEC-MA-10004424,2,170
IR-2014-9640,TEC-STA-10003081,2,146
MX-2014-129098,TEC-MA-10001447,1,56
MX-2014-134719,TEC-MA-10001859,2,358
SA-2014-3590,TEC-KON-10000837,1,268
RS-2014-550,TEC-OKI-10004735,4,492
IN-2014-47799,TEC-MA-10004424,3,255
IN-2014-31671,TEC-MA-10000605,5,850
ES-2014-2756281,TEC-MA-10004535,3,799
ES-2014-2756281,TEC-MA-10004955,4,704
AU-2014-8970,TEC-OKI-10003124,2,628
IN-2014-86579,TEC-MA-10000742,4,1242
SF-2014-3260,TEC-KON-10001624,2,245
SF-2014-3260,TEC-OKI-10002750,6,1885
ES-2014-5631536,TEC-MA-10000327,2,162
ES-2014-5631536,TEC-MA-10003812,3,799
ES-2014-2608196,TEC-MA-10002264,3,800
IN-2014-66573,TEC-MA-10000697,7,1145
ES-2014-1122320,TEC-MA-10001279,4,201
ES-2014-2982781,TEC-MA-10003261,6,510
MX-2014-122483,TEC-MA-10001098,7,1196
IN-2014-57711,TEC-MA-10004428,5,870
RO-2014-7120,TEC-EPS-10003277,1,261
SA-2014-7510,TEC-OKI-10003050,1,174
KE-2014-4470,TEC-OKI-10003221,4,480
IN-2014-80937,TEC-MA-10004303,2,242
IN-2014-13051,TEC-MA-10003441,2,628
IR-2014-1860,TEC-OKI-10002736,1,173
SA-2014-9530,TEC-PAN-10002454,1,82
IN-2014-63010,TEC-MA-10003801,6,964
GH-2014-7350,TEC-EPS-10003473,8,648
IN-2014-55296,TEC-MA-10000772,6,522
IN-2014-71886,TEC-MA-10002680,3,932
ES-2011-2592061,FUR-TA-10000052,5,1674
IN-2011-86278,FUR-TA-10000670,2,539
IN-2011-86278,FUR-TA-10000022,4,3695
SA-2011-3110,FUR-BAR-10004561,1,518
IN-2012-86369,FUR-TA-10002958,6,5245
IR-2012-1390,FUR-LES-10004886,2,1718
MX-2012-135174,FUR-TA-10000805,4,1429
AJ-2013-2640,FUR-BAR-10004434,4,2058
RO-2013-8540,FUR-BEV-10000326,1,531
IN-2014-46616,FUR-TA-10001386,2,1718
GH-2014-840,FUR-BAR-10004553,1,316
BU-2014-9730,FUR-LES-10003082,1,250
IN-2014-78900,FUR-TA-10003078,8,2673
ES-2011-5497239,FUR-BO-10003991,2,825
ES-2011-4632225,FUR-BO-10001039,2,822
ES-2011-1705541,FUR-BO-10000259,3,1314
IN-2011-28654,FUR-BO-10001155,3,424
MX-2011-147158,FUR-BO-10002084,2,482
MX-2011-129259,FUR-BO-10000734,1,84
IN-2011-86278,FUR-BO-10001362,2,822
MX-2011-115686,FUR-BO-10000728,5,1381
IR-2012-4630,FUR-SAF-10003540,1,196
IN-2012-70157,FUR-BO-10004821,3,366
IN-2012-33813,FUR-BO-10001326,3,434
MX-2012-130652,FUR-BO-10003297,3,284
IZ-2012-7140,FUR-SAU-10000745,2,336
UP-2012-5430,FUR-DAN-10001340,1,125
IN-2012-34310,FUR-BO-10002204,8,992
IN-2012-55653,FUR-BO-10001641,5,717
IN-2012-74392,FUR-BO-10004399,4,690
MX-2012-109729,FUR-BO-10004924,5,1292
IS-2012-3230,FUR-SAU-10003872,1,196
IN-2012-57823,FUR-BO-10000071,1,168
IN-2012-78333,FUR-BO-10001708,3,455
IN-2012-74147,FUR-BO-10002510,5,844
MX-2013-150637,FUR-BO-10000038,1,244
ZA-2013-9800,FUR-BUS-10003055,2,250
ZA-2013-9800,FUR-SAU-10004653,4,1744
IR-2013-320,FUR-SAF-10000881,4,673
MX-2013-169320,FUR-BO-10004425,3,780
IN-2013-80048,FUR-BO-10001254,2,288
RO-2013-9750,FUR-SAF-10002940,6,912
AO-2013-2100,FUR-SAU-10002642,1,167
MX-2013-114825,FUR-BO-10000378,2,230
MX-2013-158162,FUR-BO-10003106,5,489
ES-2013-1270183,FUR-BO-10002632,7,1041
ES-2013-2387221,FUR-BO-10002892,2,881
ES-2013-4334154,FUR-BO-10004430,2,341
MX-2013-145926,FUR-BO-10002740,2,548
ES-2013-5443807,FUR-BO-10004327,3,438
MX-2013-119886,FUR-BO-10003563,1,97
MX-2013-106670,FUR-BO-10001498,2,549
RS-2013-2360,FUR-BUS-10003055,2,250
AO-2013-2180,FUR-SAU-10003203,1,169
MX-2013-102547,FUR-BO-10003438,3,247
IN-2013-70297,FUR-BO-10001147,2,341
IN-2013-70297,FUR-BO-10001860,4,589
IN-2014-66062,FUR-BO-10000071,2,337
IN-2014-27303,FUR-BO-10002390,1,363
ES-2014-5205657,FUR-BO-10004254,3,1235
SA-2014-9070,FUR-SAF-10002846,2,879
SA-2014-9000,FUR-BUS-10003708,1,123
IT-2014-2810229,FUR-BO-10004053,1,362
RS-2014-1940,FUR-SAU-10003933,2,877
MX-2014-135286,FUR-BO-10004113,2,583
IN-2014-17426,FUR-BO-10004699,6,864
RS-2014-1700,FUR-IKE-10003796,2,244
IN-2014-32014,FUR-BO-10003706,1,148
MX-2014-143833,FUR-BO-10003159,5,410
IN-2014-20870,FUR-BO-10003301,13,2195
MX-2014-113894,FUR-BO-10003499,4,973
MX-2014-102820,FUR-BO-10000624,2,583
MX-2014-161837,FUR-BO-10001042,8,762
MX-2014-166254,FUR-BO-10001646,1,261
IR-2014-4360,FUR-SAU-10003933,1,439
ES-2014-3957750,FUR-BO-10004547,2,246
IN-2014-55730,FUR-BO-10001196,5,1828
ES-2014-5631536,FUR-BO-10001555,2,247
MX-2014-101826,FUR-BO-10000728,1,276
IT-2014-1691611,FUR-BO-10000596,2,877
KG-2014-6890,FUR-DAN-10002314,1,121
HU-2014-2510,FUR-SAF-10000213,1,441
MX-2014-151974,FUR-BO-10001867,2,166
AO-2011-1670,FUR-IKE-10001539,6,2479
ES-2011-5287434,FUR-BO-10004129,6,2624
EG-2011-1800,FUR-DAN-10001993,1,144
MX-2011-123995,FUR-BO-10002679,3,250
MZ-2011-8050,FUR-IKE-10000649,1,365
MX-2011-109239,FUR-BO-10002008,2,164
ES-2011-5608714,FUR-BO-10000265,3,518
MX-2011-141397,FUR-BO-10003199,4,1107
MX-2011-151358,FUR-BO-10002981,1,98
MX-2011-106775,FUR-BO-10002300,8,2191
MX-2011-105186,FUR-BO-10000269,3,248
CF-2011-2380,FUR-BUS-10004820,4,1661
CF-2011-2380,FUR-SAU-10002714,2,297
IN-2012-21206,FUR-BO-10000035,3,1236
IN-2012-21206,FUR-BO-10004679,7,2738
ES-2012-1691714,FUR-BO-10001553,3,1163
EG-2012-3940,FUR-SAF-10001956,1,438
IN-2012-68358,FUR-BO-10000402,3,439
MX-2012-163888,FUR-BO-10004459,3,338
ES-2012-2930191,FUR-BO-10000490,7,2546
IN-2012-42045,FUR-BO-10003408,3,426
ES-2012-2224678,FUR-BO-10002936,3,372
IN-2012-36788,FUR-BO-10002289,3,373
GH-2012-190,FUR-SAU-10004137,1,195
MX-2012-138583,FUR-BO-10002324,2,199
EG-2012-1490,FUR-BUS-10002639,2,253
ES-2012-1307059,FUR-BO-10004119,8,1363
ES-2012-3109926,FUR-BO-10003604,7,879
IN-2012-21822,FUR-BO-10001393,4,681
IN-2012-77773,FUR-BO-10004541,1,365
RO-2013-8050,FUR-DAN-10002028,2,827
ES-2013-3022350,FUR-BO-10000265,2,345
IN-2013-86488,FUR-BO-10001835,2,780
IN-2013-69051,FUR-BO-10001753,2,242
IN-2013-69051,FUR-BO-10001461,3,590
MX-2013-168858,FUR-BO-10003631,2,199
IN-2013-76590,FUR-BO-10001708,2,303
ES-2013-1001647,FUR-BO-10004408,4,492
IN-2013-76835,FUR-BO-10001934,3,1091
ZA-2013-330,FUR-SAU-10002331,1,388
MX-2013-101805,FUR-BO-10002352,8,773
MX-2013-147690,FUR-BO-10002906,2,164
MX-2013-101504,FUR-BO-10002679,4,334
MX-2013-156083,FUR-BO-10001779,4,401
MX-2013-140263,FUR-BO-10001358,3,287
IN-2013-34401,FUR-BO-10000071,3,505
MX-2013-166863,FUR-BO-10003034,3,296
IN-2014-27478,FUR-BO-10000666,2,290
SF-2014-5970,FUR-DAN-10002967,8,1127
IN-2014-54197,FUR-BO-10001874,5,743
MX-2014-131457,FUR-BO-10004407,3,340
ES-2014-2323716,FUR-BO-10001039,3,1232
RS-2014-8080,FUR-SAF-10004530,6,1180
RS-2014-8080,FUR-SAU-10000209,1,147
MX-2014-100419,FUR-BO-10000268,5,475
ID-2014-65250,FUR-BO-10004911,5,628
ES-2014-1324878,FUR-BO-10003007,7,854
IN-2014-47799,FUR-BO-10001585,3,591
ES-2014-4722906,FUR-BO-10004560,7,1217
SI-2014-3090,FUR-SAF-10004530,6,1180
ES-2014-2756281,FUR-BO-10002318,3,1240
IZ-2014-5660,FUR-SAF-10004173,1,149
SF-2014-3260,FUR-BUS-10004820,1,415
UP-2014-8120,FUR-IKE-10002894,2,727
IN-2014-39714,FUR-BO-10004773,1,173
IN-2014-66573,FUR-BO-10004665,7,2906
SF-2014-5740,FUR-BUS-10003055,1,125
MX-2014-157077,FUR-BO-10002300,7,1917
MX-2014-137428,FUR-BO-10000728,1,276
IN-2014-78900,FUR-BO-10003086,4,1559
MX-2014-162705,FUR-BO-10002679,3,250
MX-2014-167682,FUR-BO-10003873,7,1831
IZ-2011-4680,FUR-NOV-10002791,4,667
ES-2011-1705541,FUR-CH-10002830,5,705
IN-2011-26057,FUR-CH-10004491,2,341
MX-2011-168774,FUR-CH-10002727,5,172
ES-2011-4256146,FUR-CH-10004606,3,392
IN-2011-25070,FUR-CH-10000974,1,474
MX-2011-106334,FUR-CH-10004467,3,149
IN-2011-56710,FUR-CH-10003580,7,414
IZ-2011-7430,FUR-NOV-10000847,1,456
MX-2011-141397,FUR-CH-10002768,3,343
MX-2011-132794,FUR-CH-10002374,3,94
MX-2011-112914,FUR-CH-10003109,4,382
IV-2011-6850,FUR-SAF-10002314,6,993
IN-2011-30341,FUR-CH-10001477,6,323
MX-2011-125227,FUR-CH-10001262,2,61
MX-2011-151498,FUR-CH-10003697,2,78
MX-2011-129553,FUR-CH-10000843,2,618
MX-2011-125815,FUR-CH-10004993,1,107
AM-2011-7110,FUR-OFF-10003019,1,94
IN-2012-68785,FUR-CH-10002091,3,547
SF-2012-2790,FUR-HON-10000339,1,47
MX-2012-114461,FUR-CH-10001423,2,193
IN-2012-73440,FUR-CH-10001397,2,124
RS-2012-3010,FUR-OFF-10002395,2,282
MX-2012-167122,FUR-CH-10002547,3,183
IN-2012-81553,FUR-CH-10001262,8,1145
IN-2012-33813,FUR-CH-10000026,4,530
ES-2012-3471823,FUR-CH-10002053,5,293
MX-2012-130652,FUR-CH-10000885,5,1532
IN-2012-86852,FUR-CH-10000994,2,183
BO-2012-2360,FUR-OFF-10004495,1,172
