Product_ID,Product_Name,Category,Sub_Category,Unit_Price,Size
OFF-ENE-10004401,Enermax Parchment Paper,Office Supplies,Paper,15,111.5305041
OFF-SU-10004481,Stiletto Shears,Office Supplies,Supplies,30,39.05760524
OFF-FIS-10004721,Fiskars Box Cutter,Office Supplies,Supplies,32.25,149.3564073
OFF-FIS-10001549,Fiskars Shears,Office Supplies,Supplies,44,36.4158994
OFF-SU-10003540,Acme Shears,Office Supplies,Supplies,46.66666667,122.3162757
OFF-SU-10001686,Kleencut Trimmer,Office Supplies,Supplies,43,81.98036174
OFF-ACM-10001704,Acme Letter Opener,Office Supplies,Supplies,27,146.3747247
OFF-KLE-10002340,Kleencut Shears,Office Supplies,Supplies,48,140.0116102
OFF-SU-10000192,Elite Trimmer,Office Supplies,Supplies,27.75,114.6924208
OFF-SU-10001125,Stiletto Letter Opener,Office Supplies,Supplies,27.75,8.947889
OFF-SU-10000835,Acme Box Cutter,Office Supplies,Supplies,37.14285714,111.2730199
OFF-KLE-10003227,Kleencut Ruler,Office Supplies,Supplies,13,63.39124343
OFF-LA-10001375,Smead Removable Labels,Office Supplies,Labels,10.66666667,120.9852773
OFF-LA-10003807,Smead Removable Labels,Office Supplies,Labels,8.333333333,84.87980425
OFF-LA-10003594,Hon Removable Labels,Office Supplies,Labels,5.4,115.1826327
OFF-LA-10001185,Harbour Creations Round Labels,Office Supplies,Labels,7,40.39898677
OFF-LA-10001019,Avery Color Coded Labels,Office Supplies,Labels,13.25,103.9779283
OFF-LA-10002490,Hon Round Labels,Office Supplies,Labels,6,49.78716487
OFF-LA-10001471,Harbour Creations File Folder Labels,Office Supplies,Labels,5.75,148.112218
OFF-LA-10001497,Smead Round Labels,Office Supplies,Labels,5,98.04264168
OFF-LA-10000685,Avery Shipping Labels,Office Supplies,Labels,12,69.53395793
OFF-LA-10000901,Smead File Folder Labels,Office Supplies,Labels,9.25,42.20274707
OFF-LA-10000861,Avery Color Coded Labels,Office Supplies,Labels,13.2,6.095848391
OFF-HON-10004800,Hon Shipping Labels,Office Supplies,Labels,11,41.6318881
OFF-ACC-10003745,Accos Paper Clips,Office Supplies,Fasteners,14,94.98652907
OFF-FA-10002308,Accos Push Pins,Office Supplies,Fasteners,12,115.5121468
OFF-FA-10003980,OIC Paper Clips,Office Supplies,Fasteners,14.5,61.5759605
OFF-ACC-10002853,Accos Thumb Tacks,Office Supplies,Fasteners,14,40.46032434
OFF-FA-10003717,Stockwell Clamps,Office Supplies,Fasteners,19.4,65.28633043
OFF-FA-10000091,Stockwell Push Pins,Office Supplies,Fasteners,9.444444444,11.93503429
OFF-FA-10003218,Advantus Push Pins,Office Supplies,Fasteners,11.85714286,79.9911401
OFF-FA-10001838,Stockwell Paper Clips,Office Supplies,Fasteners,13.3,83.17583575
OFF-FA-10003411,OIC Staples,Office Supplies,Fasteners,11.33333333,4.553242937
OFF-FA-10002683,Stockwell Staples,Office Supplies,Fasteners,7.8,117.3687744
OFF-ACC-10004430,Accos Rubber Bands,Office Supplies,Fasteners,16,83.86145331
OFF-FA-10002835,OIC Staples,Office Supplies,Fasteners,6,142.2830682
OFF-FA-10003123,Stockwell Staples,Office Supplies,Fasteners,7,72.21959341
OFF-FA-10002015,Stockwell Push Pins,Office Supplies,Fasteners,13.85714286,49.49566265
OFF-ST-10003446,Smead Trays,Office Supplies,Storage,48.5,2.975070981
OFF-ST-10001758,Rogers Lockers,Office Supplies,Storage,211.5,35.11988836
OFF-ST-10003020,Tenex Lockers,Office Supplies,Storage,204.5,149.1702231
OFF-ST-10003295,Tenex Lockers,Office Supplies,Storage,204.1428571,79.0919719
OFF-ST-10001478,Tenex File Cart,Office Supplies,Storage,134,52.04086997
OFF-ST-10000003,Tenex Shelving,Office Supplies,Storage,55.16666667,138.1058669
OFF-ST-10003547,Smead Shelving,Office Supplies,Storage,49,60.43392351
OFF-ST-10000948,Fellowes Box,Office Supplies,Storage,20,75.49604322
OFF-ST-10002437,Eldon Trays,Office Supplies,Storage,48,60.01930101
OFF-ST-10004802,Rogers File Cart,Office Supplies,Storage,141.5,135.4944595
OFF-ST-10004341,Tenex File Cart,Office Supplies,Storage,134.25,53.42237541
OFF-ST-10000875,Smead Shelving,Office Supplies,Storage,49,82.69474917
OFF-ST-10002822,Tenex File Cart,Office Supplies,Storage,88.77777778,77.4330574
OFF-ST-10001743,Tenex Folders,Office Supplies,Storage,22,6.107537034
OFF-ST-10001752,Tenex Shelving,Office Supplies,Storage,53.75,129.3217624
OFF-ST-10004046,Fellowes Box,Office Supplies,Storage,19.5,82.64563014
OFF-AR-10002745,BIC Canvas,Office Supplies,Art,35.8,53.11473191
OFF-AR-10001405,Binney & Smith Highlighters,Office Supplies,Art,17.83333333,65.4787822
OFF-BOS-10000477,Boston Canvas,Office Supplies,Art,54,128.1834604
OFF-AR-10002036,Binney & Smith Pencil Sharpener,Office Supplies,Art,27,66.41082944
OFF-AR-10001336,Binney & Smith Pens,Office Supplies,Art,11.92307692,108.1136121
OFF-AR-10000150,Boston Pens,Office Supplies,Art,11.5,64.96101756
OFF-AR-10000719,Boston Pencil Sharpener,Office Supplies,Art,21.5,123.0797179
OFF-AR-10002727,Stanley Pencil Sharpener,Office Supplies,Art,24.71428571,2.274928165
OFF-AR-10003096,Binney & Smith Sketch Pad,Office Supplies,Art,31,116.1651597
OFF-AR-10003046,Sanford Sketch Pad,Office Supplies,Art,46.5,35.26966793
OFF-AR-10003554,Stanley Canvas,Office Supplies,Art,49.4,107.7405028
OFF-AR-10001226,Boston Pencil Sharpener,Office Supplies,Art,29,54.4459447
OFF-AR-10002513,Sanford Sketch Pad,Office Supplies,Art,45.42857143,103.4912163
OFF-AR-10003551,Sanford Pens,Office Supplies,Art,9.5,104.966486
OFF-ACC-10004322,Acco Binder,Office Supplies,Binders,15,7.220673638
OFF-BI-10000081,Ibico Index Tab,Office Supplies,Binders,8.428571429,101.2694186
OFF-BI-10004470,Wilson Jones Index Tab,Office Supplies,Binders,5.333333333,101.1495207
OFF-BI-10001744,Acco Binding Machine,Office Supplies,Binders,51,20.47554421
OFF-BI-10004534,Wilson Jones Binding Machine,Office Supplies,Binders,49.5,75.01395973
OFF-BI-10000305,Wilson Jones Index Tab,Office Supplies,Binders,8,82.25794227
OFF-BI-10000871,Wilson Jones Binder Covers,Office Supplies,Binders,12,42.05551942
OFF-BI-10004334,Avery Hole Reinforcements,Office Supplies,Binders,5.857142857,38.71456272
OFF-WIL-10001495,Wilson Jones Index Tab,Office Supplies,Binders,6.75,35.52678428
OFF-BI-10002386,Acco Index Tab,Office Supplies,Binders,8.625,59.12260706
OFF-BI-10004185,Cardinal Binder,Office Supplies,Binders,15.25,96.12677698
OFF-BI-10003879,Ibico Binder Covers,Office Supplies,Binders,13.66666667,106.4679553
OFF-AVE-10003549,Avery Binding Machine,Office Supplies,Binders,49.16666667,56.77922782
OFF-BI-10000724,Avery Hole Reinforcements,Office Supplies,Binders,5,70.57719919
OFF-BI-10002627,Avery Binder Covers,Office Supplies,Binders,11,89.16237038
OFF-EN-10002789,Kraft Peel and Seal,Office Supplies,Envelopes,19.33333333,96.14523835
OFF-AP-10001670,Hoover Coffee Grinder,Office Supplies,Appliances,66.875,82.78023215
OFF-EN-10003463,Jiffy Peel and Seal,Office Supplies,Envelopes,18.77777778,39.94320575
OFF-EN-10003607,Cameo Business Envelopes,Office Supplies,Envelopes,12.875,47.73377711
OFF-PA-10000317,Xerox Computer Printout Paper,Office Supplies,Paper,26.28571429,39.07384596
OFF-PA-10003938,Eaton Cards & Envelopes,Office Supplies,Paper,45.125,49.44247029
OFF-PA-10002373,Enermax Parchment Paper,Office Supplies,Paper,15.35714286,118.0700659
OFF-EAT-10002463,Eaton Computer Printout Paper,Office Supplies,Paper,26.5,16.50856023
OFF-SU-10000914,Kleencut Scissors,Office Supplies,Supplies,19,50.99822692
OFF-SU-10003522,Elite Box Cutter,Office Supplies,Supplies,31.57142857,90.65783595
OFF-EN-10001533,Kraft Mailers,Office Supplies,Envelopes,27.44444444,146.2805674
OFF-EN-10002472,Cameo Interoffice Envelope,Office Supplies,Envelopes,49.85714286,45.41360152
OFF-LA-10002354,Novimex Color Coded Labels,Office Supplies,Labels,8.571428571,149.6831393
OFF-LA-10001154,Hon Shipping Labels,Office Supplies,Labels,9.25,82.27721304
OFF-ST-10000430,Tenex File Cart,Office Supplies,Storage,133.2,15.03363986
OFF-AR-10001386,Sanford Sketch Pad,Office Supplies,Art,45.8,19.38124734
OFF-FA-10001126,Accos Paper Clips,Office Supplies,Fasteners,13.4,123.1972555
OFF-EN-10004793,Ames Interoffice Envelope,Office Supplies,Envelopes,31.6,20.36556128
OFF-AR-10000733,Binney & Smith Canvas,Office Supplies,Art,52.6,78.67187617
OFF-PA-10002292,SanDisk Computer Printout Paper,Office Supplies,Paper,29.8,80.15517158
OFF-PA-10004326,Enermax Parchment Paper,Office Supplies,Paper,16.8,61.03255234
OFF-SU-10004091,Elite Ruler,Office Supplies,Supplies,7,143.6862333
OFF-FA-10004942,OIC Clamps,Office Supplies,Fasteners,13.2,78.59986939
OFF-ST-10000619,Eldon Lockers,Office Supplies,Storage,131.4,110.2000268
OFF-LA-10002633,Novimex Shipping Labels,Office Supplies,Labels,11,133.1011188
OFF-AP-10002794,KitchenAid Microwave,Office Supplies,Appliances,206.6,129.2949428
OFF-AP-10002899,Breville Toaster,Office Supplies,Appliances,77.4,38.43793827
OFF-ST-10004035,Rogers Box,Office Supplies,Storage,23,71.1312812
OFF-ST-10002530,Rogers Lockers,Office Supplies,Storage,211.6666667,128.4484294
OFF-FA-10002058,Stockwell Thumb Tacks,Office Supplies,Fasteners,10.66666667,85.37516863
OFF-FA-10002569,Stockwell Staples,Office Supplies,Fasteners,11,104.3363272
OFF-AP-10000172,Cuisinart Toaster,Office Supplies,Appliances,54.16666667,82.73199052
OFF-SU-10000289,Kleencut Ruler,Office Supplies,Supplies,15.16666667,96.2936116
OFF-ST-10001290,Rogers Box,Office Supplies,Storage,24.5,38.13504746
OFF-ST-10002221,Rogers Lockers,Office Supplies,Storage,212.1666667,127.9137513
OFF-PA-10003333,Eaton Note Cards,Office Supplies,Paper,26.5,70.06001534
OFF-PA-10003875,Enermax Memo Slips,Office Supplies,Paper,17,78.01815716
OFF-PA-10001086,Enermax Cards & Envelopes,Office Supplies,Paper,48.5,121.3958871
OFF-AVE-10003558,Avery Round Labels,Office Supplies,Labels,7,3.837355489
OFF-SU-10000079,Fiskars Trimmer,Office Supplies,Supplies,39,96.15434813
OFF-LA-10000553,Hon Round Labels,Office Supplies,Labels,6.75,132.0515964
OFF-PA-10001850,Eaton Note Cards,Office Supplies,Paper,26.5,9.019624801
OFF-EN-10002671,GlobeWeis Interoffice Envelope,Office Supplies,Envelopes,51.25,87.09663471
OFF-EN-10001315,Jiffy Manila Envelope,Office Supplies,Envelopes,28.5,80.12368118
OFF-AME-10001641,Ames Interoffice Envelope,Office Supplies,Envelopes,44,133.2204467
OFF-EN-10004571,Ames Peel and Seal,Office Supplies,Envelopes,22.25,41.794058
OFF-EN-10000699,Cameo Interoffice Envelope,Office Supplies,Envelopes,47.5,94.59078947
OFF-ST-10001366,Rogers Folders,Office Supplies,Storage,29.75,65.56066478
OFF-SU-10002547,Acme Ruler,Office Supplies,Supplies,16,72.87277217
OFF-EN-10003512,Jiffy Peel and Seal,Office Supplies,Envelopes,18.75,12.59322619
OFF-AP-10003259,Cuisinart Refrigerator,Office Supplies,Appliances,496.75,96.73924415
OFF-PA-10000026,Eaton Cards & Envelopes,Office Supplies,Paper,49.25,146.2410115
OFF-LA-10000604,Harbour Creations Color Coded Labels,Office Supplies,Labels,13,128.094673
OFF-OIC-10001477,OIC Push Pins,Office Supplies,Fasteners,15,96.08927476
OFF-EN-10001977,Cameo Business Envelopes,Office Supplies,Envelopes,15.75,36.99841975
OFF-AP-10004372,Hoover Coffee Grinder,Office Supplies,Appliances,67,3.200696876
OFF-AME-10002956,Ames Business Envelopes,Office Supplies,Envelopes,14.75,47.31053658
OFF-AP-10004711,Breville Refrigerator,Office Supplies,Appliances,520,107.8119977
OFF-SU-10003105,Fiskars Shears,Office Supplies,Supplies,47,47.9355273
OFF-FA-10003378,Accos Push Pins,Office Supplies,Fasteners,14.75,3.069744042
OFF-AP-10003795,Hoover Refrigerator,Office Supplies,Appliances,526.25,115.6568839
OFF-HAM-10004471,Hamilton Beach Coffee Grinder,Office Supplies,Appliances,43.5,133.7367335
OFF-SU-10000866,Elite Trimmer,Office Supplies,Supplies,38.33333333,21.36506881
OFF-AR-10003461,Stanley Pencil Sharpener,Office Supplies,Art,26,2.816523462
OFF-SU-10001573,Kleencut Shears,Office Supplies,Supplies,43.33333333,95.59744972
OFF-PA-10004468,SanDisk Note Cards,Office Supplies,Paper,31.33333333,31.21264803
OFF-ST-10001646,Fellowes Box,Office Supplies,Storage,18.66666667,91.30936802
OFF-EN-10001711,Ames Clasp Envelope,Office Supplies,Envelopes,10.66666667,144.3901268
OFF-EN-10000897,Kraft Mailers,Office Supplies,Envelopes,37.66666667,20.83341158
OFF-ST-10001426,Eldon Folders,Office Supplies,Storage,17,102.4472046
OFF-AR-10004219,Sanford Pencil Sharpener,Office Supplies,Art,27,119.755945
OFF-EN-10002630,Ames Business Envelopes,Office Supplies,Envelopes,13.33333333,22.54966111
OFF-AR-10002417,Boston Sketch Pad,Office Supplies,Art,51.66666667,140.3708873
OFF-LA-10002289,Hon Shipping Labels,Office Supplies,Labels,9.333333333,137.6956044
OFF-AP-10002476,Cuisinart Blender,Office Supplies,Appliances,67,106.0875277
OFF-AP-10001692,KitchenAid Stove,Office Supplies,Appliances,569.6666667,99.31899067
OFF-FA-10001650,OIC Push Pins,Office Supplies,Fasteners,15,82.73925514
OFF-PA-10004930,Xerox Note Cards,Office Supplies,Paper,26.33333333,118.6361287
OFF-ST-10000485,Fellowes Folders,Office Supplies,Storage,26.33333333,40.28872975
OFF-PA-10000694,Green Bar Message Books,Office Supplies,Paper,23.66666667,10.95263022
OFF-SU-10002599,Stiletto Letter Opener,Office Supplies,Supplies,19,135.5431431
OFF-AR-10001423,BIC Canvas,Office Supplies,Art,38,92.11323934
OFF-AR-10003281,Stanley Highlighters,Office Supplies,Art,9.666666667,59.22006373
OFF-ST-10002930,Eldon Lockers,Office Supplies,Storage,132,108.7006864
OFF-LA-10002703,Novimex Removable Labels,Office Supplies,Labels,10,8.917747826
OFF-PA-10002352,Eaton Parchment Paper,Office Supplies,Paper,13,85.71646892
OFF-LA-10002319,Smead Legal Exhibit Labels,Office Supplies,Labels,11,143.0946683
OFF-SU-10000979,Acme Letter Opener,Office Supplies,Supplies,21,30.49317371
OFF-ST-10004576,Rogers File Cart,Office Supplies,Storage,142,16.45240902
OFF-SU-10004461,Stiletto Box Cutter,Office Supplies,Supplies,36,138.4232593
OFF-LA-10000869,Harbour Creations Removable Labels,Office Supplies,Labels,11,26.74002089
OFF-PA-10004990,SanDisk Computer Printout Paper,Office Supplies,Paper,30,84.97982467
OFF-EAT-10003094,Eaton Memo Slips,Office Supplies,Paper,14,72.23904636
OFF-GLO-10004160,GlobeWeis Business Envelopes,Office Supplies,Envelopes,21,98.59053341
OFF-HAR-10003580,Harbour Creations Legal Exhibit Labels,Office Supplies,Labels,11,110.8955883
OFF-SAN-10004618,SanDisk Memo Slips,Office Supplies,Paper,17,92.05518315
OFF-KRA-10003816,Kraft Mailers,Office Supplies,Envelopes,41,105.8774828
OFF-STO-10000753,Stockwell Thumb Tacks,Office Supplies,Fasteners,13,146.336266
OFF-OIC-10002160,OIC Rubber Bands,Office Supplies,Fasteners,17,11.60147406
OFF-JIF-10004616,Jiffy Manila Envelope,Office Supplies,Envelopes,28,49.03004065
OFF-KIT-10000964,KitchenAid Coffee Grinder,Office Supplies,Appliances,69,41.73823093
OFF-HOO-10002715,Hoover Coffee Grinder,Office Supplies,Appliances,67,49.68778765
OFF-AME-10001587,Ames Peel and Seal,Office Supplies,Envelopes,22,28.45999624
OFF-KIT-10003611,KitchenAid Stove,Office Supplies,Appliances,570,102.3362162
OFF-GLO-10004223,GlobeWeis Clasp Envelope,Office Supplies,Envelopes,12,16.51224092
OFF-ELI-10001176,Elite Box Cutter,Office Supplies,Supplies,37,16.31561227
OFF-GLO-10001688,GlobeWeis Manila Envelope,Office Supplies,Envelopes,26,74.82579142
OFF-HAR-10001855,Harbour Creations Round Labels,Office Supplies,Labels,7,126.2795409
OFF-BRE-10003558,Breville Refrigerator,Office Supplies,Appliances,517,4.523597936
OFF-HAR-10002914,Harbour Creations Shipping Labels,Office Supplies,Labels,11,47.90339806
OFF-XER-10001429,Xerox Parchment Paper,Office Supplies,Paper,13,61.73815514
OFF-OIC-10001921,OIC Clamps,Office Supplies,Fasteners,17,85.24516598
OFF-ST-10000210,Tenex Lockers,Office Supplies,Storage,203,125.1063792
OFF-KIT-10001040,KitchenAid Coffee Grinder,Office Supplies,Appliances,70,112.5041246
OFF-SU-10000378,Kleencut Scissors,Office Supplies,Supplies,15,125.1808422
OFF-EN-10003455,Cameo Manila Envelope,Office Supplies,Envelopes,27,68.5513454
OFF-AP-10003834,KitchenAid Stove,Office Supplies,Appliances,380,45.45657494
OFF-FA-10002226,Stockwell Thumb Tacks,Office Supplies,Fasteners,13.5,58.99718529
OFF-SU-10000148,Stiletto Ruler,Office Supplies,Supplies,11.5,124.6535018
OFF-LA-10004623,Smead Removable Labels,Office Supplies,Labels,10.5,131.8137483
OFF-AP-10001130,Breville Toaster,Office Supplies,Appliances,76,109.9526281
OFF-LA-10001865,Avery Round Labels,Office Supplies,Labels,7.5,59.92041876
OFF-LA-10004108,Avery Round Labels,Office Supplies,Labels,7.5,18.65192234
OFF-AP-10004964,Hoover Stove,Office Supplies,Appliances,566.5,105.113249
OFF-LA-10002029,Hon Round Labels,Office Supplies,Labels,7,98.63243576
OFF-LA-10002782,Hon File Folder Labels,Office Supplies,Labels,4.5,13.07582725
OFF-AP-10003577,Hoover Stove,Office Supplies,Appliances,569,127.6266912
OFF-PA-10004835,Enermax Computer Printout Paper,Office Supplies,Paper,20,40.88744261
OFF-AP-10004227,Hamilton Beach Refrigerator,Office Supplies,Appliances,332,68.27022046
OFF-LA-10000095,Avery Round Labels,Office Supplies,Labels,7,148.7850685
OFF-ST-10003231,Fellowes Box,Office Supplies,Storage,13.5,77.32587414
OFF-FA-10001577,Stockwell Staples,Office Supplies,Fasteners,11,52.18420641
OFF-AR-10003028,Binney & Smith Highlighters,Office Supplies,Art,16.5,24.62158394
OFF-EN-10003853,Cameo Peel and Seal,Office Supplies,Envelopes,20,38.5966943
OFF-AR-10001479,Binney & Smith Pencil Sharpener,Office Supplies,Art,28,74.77551013
OFF-SU-10000102,Stiletto Box Cutter,Office Supplies,Supplies,37.5,10.12756703
OFF-ST-10000794,Tenex Trays,Office Supplies,Storage,53.5,35.14266935
OFF-EN-10003540,Cameo Mailers,Office Supplies,Envelopes,38,73.8137193
OFF-LA-10001170,Harbour Creations Color Coded Labels,Office Supplies,Labels,13.5,62.22108582
OFF-SU-10001337,Fiskars Box Cutter,Office Supplies,Supplies,37,96.66356171
OFF-SME-10004110,Smead Color Coded Labels,Office Supplies,Labels,13,11.62426152
OFF-ST-10004315,Rogers Lockers,Office Supplies,Storage,211.5,137.6477959
OFF-CUI-10002269,Cuisinart Refrigerator,Office Supplies,Appliances,496,125.2998211
OFF-PA-10002645,Green Bar Computer Printout Paper,Office Supplies,Paper,29.5,99.40092316
OFF-ST-10002566,Tenex Lockers,Office Supplies,Storage,203,47.7098345
OFF-FA-10003931,Stockwell Push Pins,Office Supplies,Fasteners,14,2.4640359
OFF-EN-10001621,GlobeWeis Business Envelopes,Office Supplies,Envelopes,19.5,88.2706793
OFF-EN-10002784,Cameo Manila Envelope,Office Supplies,Envelopes,26,40.65919908
OFF-LA-10002851,Hon Legal Exhibit Labels,Office Supplies,Labels,11.5,22.3879423
OFF-FA-10001596,Stockwell Clamps,Office Supplies,Fasteners,18.5,42.89089902
OFF-AR-10002392,Binney & Smith Highlighters,Office Supplies,Art,16.5,95.6941099
OFF-ST-10004489,Smead Lockers,Office Supplies,Storage,198.5,22.40117871
OFF-PA-10003303,Xerox Computer Printout Paper,Office Supplies,Paper,28,126.5576941
OFF-BI-10004121,Avery Index Tab,Office Supplies,Binders,6.75,115.8661897
OFF-BI-10000968,Acco Hole Reinforcements,Office Supplies,Binders,7,3.085242878
OFF-BI-10003309,Wilson Jones Binder Covers,Office Supplies,Binders,10.66666667,25.49471778
OFF-BI-10001028,Ibico 3-Hole Punch,Office Supplies,Binders,30,25.83247396
OFF-BI-10001200,Avery Binder,Office Supplies,Binders,14.5,39.41446053
OFF-BI-10004486,Wilson Jones 3-Hole Punch,Office Supplies,Binders,29.5,60.91660224
OFF-BI-10004986,Ibico 3-Hole Punch,Office Supplies,Binders,30.66666667,110.761073
OFF-BI-10004562,Acco Binder,Office Supplies,Binders,14.5,145.860375
OFF-BI-10004078,Wilson Jones 3-Hole Punch,Office Supplies,Binders,27.5,135.5444172
OFF-BI-10002446,Wilson Jones Binder,Office Supplies,Binders,13,7.559821948
OFF-BI-10000359,Ibico Binder Covers,Office Supplies,Binders,15,70.59429896
OFF-BI-10002990,Acco Index Tab,Office Supplies,Binders,8.6,62.76708049
OFF-BI-10003124,Cardinal Hole Reinforcements,Office Supplies,Binders,6.888888889,50.62253875
OFF-BI-10001843,Wilson Jones Index Tab,Office Supplies,Binders,8,9.328666572
OFF-ST-10000806,Fellowes Shelving,Office Supplies,Storage,58.5,103.0737952
OFF-ST-10004141,Rogers Folders,Office Supplies,Storage,30,135.8916245
OFF-ST-10004020,Tenex Lockers,Office Supplies,Storage,204.2142857,58.01229409
OFF-ST-10003835,Rogers Folders,Office Supplies,Storage,30.75,100.3016597
OFF-ST-10002905,Rogers Box,Office Supplies,Storage,24,114.1075357
OFF-ST-10000542,Fellowes Folders,Office Supplies,Storage,26.88888889,9.150599768
OFF-ST-10003274,Eldon Box,Office Supplies,Storage,9.333333333,93.94458997
OFF-ST-10002386,Fellowes Shelving,Office Supplies,Storage,38.8,52.79402583
OFF-ST-10000580,Fellowes Trays,Office Supplies,Storage,58,84.9727034
OFF-ST-10002506,Smead Lockers,Office Supplies,Storage,198.5,70.07032237
OFF-ST-10002172,Fellowes Trays,Office Supplies,Storage,57.33333333,51.34878791
OFF-ROG-10003300,Rogers Box,Office Supplies,Storage,23,134.8708308
OFF-ST-10003012,Tenex Folders,Office Supplies,Storage,23.75,4.194376269
OFF-ST-10003750,Tenex Shelving,Office Supplies,Storage,35.85714286,148.8103444
OFF-ST-10004019,Rogers Folders,Office Supplies,Storage,30.75,80.73135727
OFF-ST-10002720,Rogers Shelving,Office Supplies,Storage,62.2,28.73786324
OFF-ST-10004794,Rogers Shelving,Office Supplies,Storage,62.25,2.17914069
OFF-ST-10004830,Eldon Lockers,Office Supplies,Storage,197.8888889,119.5789237
OFF-ELI-10001507,Elite Scissors,Office Supplies,Supplies,22,71.13321612
OFF-SU-10000178,Acme Ruler,Office Supplies,Supplies,18.5,145.4028397
OFF-SU-10003717,Stiletto Ruler,Office Supplies,Supplies,11.5,140.0132992
OFF-SU-10004659,Elite Letter Opener,Office Supplies,Supplies,19.33333333,111.3473615
OFF-SU-10002227,Elite Letter Opener,Office Supplies,Supplies,17.75,44.28991017
OFF-SU-10002342,Kleencut Scissors,Office Supplies,Supplies,21.5,41.25631916
OFF-SU-10002550,Kleencut Scissors,Office Supplies,Supplies,14.33333333,43.42648341
OFF-ACM-10004587,Acme Scissors,Office Supplies,Supplies,25,55.88251985
OFF-SU-10004589,Elite Shears,Office Supplies,Supplies,43.5,89.74938934
OFF-SU-10003671,Fiskars Scissors,Office Supplies,Supplies,23.25,74.42399294
OFF-SU-10001124,Acme Trimmer,Office Supplies,Supplies,44.625,97.31649607
OFF-FIS-10002661,Fiskars Shears,Office Supplies,Supplies,47,119.3200494
OFF-SU-10000180,Acme Shears,Office Supplies,Supplies,46.5,146.1501205
OFF-ACM-10000277,Acme Ruler,Office Supplies,Supplies,16.75,31.08221581
OFF-SU-10003834,Stiletto Shears,Office Supplies,Supplies,48,28.98114438
OFF-SU-10002419,Fiskars Letter Opener,Office Supplies,Supplies,29.5,90.36330708
OFF-SU-10003082,Acme Box Cutter,Office Supplies,Supplies,26.5,143.2936508
OFF-SU-10004283,Elite Shears,Office Supplies,Supplies,46.33333333,87.55923206
OFF-SU-10002002,Fiskars Scissors,Office Supplies,Supplies,22.5,145.1739371
OFF-SU-10003277,Elite Ruler,Office Supplies,Supplies,10.66666667,145.1064995
OFF-SU-10001343,Elite Scissors,Office Supplies,Supplies,22.5,98.16325266
OFF-SU-10004110,Stiletto Scissors,Office Supplies,Supplies,13.6,42.0582415
OFF-SU-10002362,Acme Ruler,Office Supplies,Supplies,13.45454545,63.45093224
OFF-SU-10002414,Stiletto Ruler,Office Supplies,Supplies,16.5,14.88222136
OFF-ELI-10000443,Elite Shears,Office Supplies,Supplies,46,142.1568737
OFF-JIF-10004450,Jiffy Mailers,Office Supplies,Envelopes,36,92.82446442
OFF-EN-10002007,Kraft Clasp Envelope,Office Supplies,Envelopes,12.6,113.9653295
OFF-EN-10003733,Cameo Interoffice Envelope,Office Supplies,Envelopes,50,49.06087279
OFF-EN-10000645,Ames Mailers,Office Supplies,Envelopes,34.71428571,92.93300589
OFF-EN-10004211,GlobeWeis Business Envelopes,Office Supplies,Envelopes,13,13.27166546
OFF-EN-10000069,Ames Mailers,Office Supplies,Envelopes,38.33333333,10.03248134
OFF-EN-10001029,Cameo Business Envelopes,Office Supplies,Envelopes,19.25,1.587347204
OFF-EN-10000694,GlobeWeis Business Envelopes,Office Supplies,Envelopes,19.5,79.16804517
OFF-EN-10004568,Kraft Business Envelopes,Office Supplies,Envelopes,13.4,19.6112853
OFF-JIF-10004213,Jiffy Business Envelopes,Office Supplies,Envelopes,20,96.47323853
OFF-JIF-10000843,Jiffy Manila Envelope,Office Supplies,Envelopes,26,20.93767382
OFF-EN-10001491,Jiffy Interoffice Envelope,Office Supplies,Envelopes,46.5,56.53544011
OFF-GLO-10003463,GlobeWeis Peel and Seal,Office Supplies,Envelopes,24,35.75281384
OFF-EN-10002013,Cameo Business Envelopes,Office Supplies,Envelopes,17,9.500982375
OFF-EN-10004493,GlobeWeis Manila Envelope,Office Supplies,Envelopes,29.75,55.09502036
OFF-EN-10001882,Jiffy Manila Envelope,Office Supplies,Envelopes,29.5,11.66037152
OFF-GLO-10000617,GlobeWeis Peel and Seal,Office Supplies,Envelopes,20.16666667,38.60543559
OFF-LA-10003674,Hon Legal Exhibit Labels,Office Supplies,Labels,10.66666667,123.1167121
OFF-LA-10001672,Avery Legal Exhibit Labels,Office Supplies,Labels,11.2,78.6075426
OFF-LA-10004020,Hon Color Coded Labels,Office Supplies,Labels,13.33333333,23.05714847
OFF-SME-10000675,Smead Round Labels,Office Supplies,Labels,7,95.49943796
OFF-LA-10001930,Hon Removable Labels,Office Supplies,Labels,8.25,100.4957285
OFF-LA-10001063,Novimex Removable Labels,Office Supplies,Labels,6.5,38.75065902
OFF-LA-10001469,Smead File Folder Labels,Office Supplies,Labels,6,85.30741291
OFF-LA-10003058,Novimex Legal Exhibit Labels,Office Supplies,Labels,8.333333333,132.8382131
OFF-LA-10004280,Harbour Creations Legal Exhibit Labels,Office Supplies,Labels,10.75,64.66466499
OFF-HAR-10000414,Harbour Creations Round Labels,Office Supplies,Labels,5,25.79913494
OFF-SME-10003746,Smead Legal Exhibit Labels,Office Supplies,Labels,9,31.64503561
OFF-LA-10001312,Hon File Folder Labels,Office Supplies,Labels,8.5,81.33072745
