Order_ID,Order_Date,Order_Priority,Customer_ID,Order_Status
CA-2014-104640,2014-11-11,Low,FH-142754,shipped
CA-2014-159156,2014-11-14,Medium,KB-166004,shipped
CA-2014-143259,2014-12-31,High,PO-188654,shipped
US-2011-102071,2011-05-09,Medium,PG-188204,in progress
US-2011-163146,2011-05-16,Medium,CC-124754,in progress
CA-2011-139192,2011-05-27,Medium,LC-168854,shipped
CA-2011-124709,2011-07-27,Critical,GW-146054,in progress
CA-2011-109897,2011-08-12,High,BW-112004,shipped
CA-2011-132500,2011-09-08,Medium,GZ-144704,pending
US-2011-109456,2011-10-16,High,LS-172454,pending
CA-2011-131051,2011-12-01,Medium,TR-213254,pending
CA-2011-144071,2011-12-08,Medium,DJ-134204,in progress
CA-2012-142944,2012-03-06,Medium,JL-158504,shipped
CA-2012-141768,2012-05-25,Critical,NP-186854,in progress
CA-2012-140144,2012-06-20,Medium,SC-207704,shipped
CA-2012-137750,2012-06-25,Medium,JF-155654,shipped
CA-2012-155334,2012-07-30,Critical,HA-149204,in progress
CA-2012-111514,2012-08-31,High,SC-202604,shipped
CA-2012-168529,2012-10-08,Medium,MB-173054,pending
US-2012-160563,2012-10-20,Medium,NS-186404,in progress
CA-2012-154886,2012-11-08,Medium,SW-204554,in progress
US-2012-158589,2012-11-20,Medium,KW-165704,pending
US-2013-112396,2013-02-09,Medium,JR-162104,shipped
CA-2013-147578,2013-04-23,Medium,PG-188954,pending
CA-2013-142762,2013-05-24,Medium,LD-170054,shipped
CA-2013-114951,2013-06-27,Medium,DN-136904,in progress
CA-2013-157217,2013-07-20,Medium,TC-215354,shipped
CA-2013-129630,2013-09-05,High,IM-150554,pending
US-2013-147340,2013-09-25,Critical,EB-137504,pending
CA-2013-166275,2013-10-25,High,SS-205904,in progress
CA-2013-118311,2013-10-25,Medium,ED-138854,shipped
CA-2013-166443,2013-11-05,Medium,LH-170204,shipped
CA-2013-147585,2013-11-08,Medium,CB-125354,in progress
CA-2013-168830,2013-11-08,Medium,ML-173954,in progress
CA-2013-130799,2013-11-12,High,BK-112604,pending
CA-2013-116722,2013-11-12,High,LP-170804,pending
US-2013-150035,2013-12-02,Medium,CL-118904,pending
CA-2014-102834,2014-03-10,High,LW-169904,in progress
CA-2014-140494,2014-03-11,High,CM-118154,in progress
CA-2014-105410,2014-03-20,High,ND-183704,shipped
CA-2014-155985,2014-03-24,High,BE-113354,shipped
CA-2014-135783,2014-04-23,High,GM-144404,shipped
CA-2014-125381,2014-04-26,High,SG-206054,in progress
US-2014-139577,2014-10-02,Medium,TN-210404,in progress
CA-2014-137414,2014-10-03,Medium,CM-121154,shipped
CA-2014-126536,2014-10-13,Medium,NK-184904,shipped
CA-2014-151183,2014-10-15,High,BK-112604,in progress
CA-2014-152737,2014-11-08,Medium,TS-215054,shipped
CA-2014-118731,2014-11-21,High,LP-170804,in progress
CA-2014-164028,2014-11-25,Medium,JL-158354,shipped
CA-2014-107314,2014-12-01,Critical,MZ-173354,in progress
CA-2011-150581,2011-04-08,Medium,NM-184454,shipped
CA-2011-114433,2011-05-13,Medium,NP-183254,in progress
CA-2011-152233,2011-10-05,Medium,KH-165104,pending
CA-2011-134677,2011-10-06,Medium,XP-218654,pending
CA-2012-133452,2012-04-13,Medium,ZC-219104,shipped
CA-2012-111206,2012-07-18,High,RF-197354,shipped
CA-2012-143238,2012-09-06,Medium,LO-171704,shipped
CA-2012-155040,2012-11-10,Medium,AH-102104,shipped
CA-2012-157770,2012-12-13,Critical,RD-195854,shipped
CA-2012-155145,2012-12-27,Medium,KN-164504,pending
CA-2013-108882,2013-01-09,Medium,LA-167804,in progress
CA-2013-162138,2013-04-24,High,GK-146204,pending
CA-2013-160717,2013-06-07,Medium,ME-173204,pending
CA-2013-137673,2013-09-06,Medium,ML-173954,shipped
CA-2013-138233,2013-11-10,Medium,PF-191654,in progress
CA-2013-103464,2013-11-19,Medium,PG-188204,shipped
CA-2013-142615,2013-11-21,High,BM-115754,pending
CA-2013-155446,2013-12-17,Medium,TN-210404,in progress
CA-2013-133795,2013-12-19,Medium,JE-154754,shipped
CA-2014-115994,2014-01-29,High,BT-113054,shipped
CA-2014-143686,2014-05-15,High,PJ-190154,pending
CA-2014-123022,2014-09-04,Medium,SC-200504,shipped
CA-2014-135909,2014-10-14,Low,JW-152204,in progress
US-2014-105998,2014-11-04,Medium,CR-125804,shipped
CA-2014-122504,2014-11-08,Medium,DB-132704,shipped
CA-2014-141138,2014-11-11,Medium,GH-144254,shipped
CA-2014-123624,2014-11-14,High,SE-201104,shipped
CA-2014-140585,2014-12-19,Medium,RA-199154,shipped
CA-2011-143637,2011-03-24,High,MS-177104,pending
CA-2011-169460,2011-04-19,Medium,NF-185954,in progress
CA-2011-112837,2011-09-11,Medium,LW-171254,pending
CA-2011-149244,2011-11-04,High,MS-175304,shipped
CA-2011-158540,2011-11-24,Critical,VG-217904,shipped
CA-2011-141607,2011-12-12,Medium,WB-218504,in progress
CA-2011-116673,2011-12-15,Medium,JO-152804,shipped
US-2012-139675,2012-03-13,Medium,NF-185954,shipped
CA-2012-107937,2012-05-03,Medium,JB-160454,shipped
CA-2012-100146,2012-05-14,Medium,CB-125354,in progress
CA-2012-148495,2012-08-13,Medium,SF-200654,in progress
CA-2012-149517,2012-09-19,Medium,FC-142454,pending
CA-2012-112571,2012-09-22,High,DL-129254,shipped
CA-2012-168207,2012-11-02,Medium,LT-171104,shipped
CA-2012-156440,2012-12-05,High,MH-176204,in progress
CA-2012-114048,2012-12-14,Medium,EH-139454,in progress
CA-2013-137393,2013-05-07,High,GM-145004,in progress
CA-2013-115917,2013-05-21,Medium,RB-194654,pending
CA-2013-100965,2013-07-08,Medium,RM-193754,shipped
CA-2013-126158,2013-07-26,Medium,SC-200954,pending
CA-2013-162348,2013-11-11,Medium,BF-111704,pending
CA-2013-114860,2013-12-23,Medium,DN-136904,pending
CA-2014-128076,2014-02-03,Medium,BO-113504,shipped
CA-2014-105809,2014-02-21,Medium,HW-149354,pending
CA-2014-124436,2014-03-20,High,SA-208304,pending
CA-2014-126634,2014-03-31,Medium,AB-101654,in progress
CA-2014-136651,2014-04-24,High,JF-153554,pending
CA-2014-166695,2014-05-21,High,CC-124304,in progress
CA-2014-169124,2014-07-04,Low,MB-173054,pending
CA-2014-133249,2014-07-09,Critical,SZ-200354,shipped
CA-2014-168837,2014-10-15,Critical,JW-159554,pending
US-2014-141852,2014-11-10,Medium,JE-157454,pending
CA-2014-122945,2014-11-17,Medium,MB-180854,in progress
CA-2014-103968,2014-12-02,Medium,ML-177554,shipped
CA-2014-137428,2014-12-17,High,AY-105554,shipped
CA-2014-146626,2014-12-30,Low,BP-111854,shipped
CA-2011-136399,2011-12-16,High,CC-121004,shipped
CA-2012-137526,2012-01-13,High,PB-191504,pending
CA-2012-149097,2012-10-20,High,SV-207854,shipped
CA-2012-140410,2012-11-03,High,CM-126554,in progress
CA-2013-113656,2013-01-23,Low,CB-124154,pending
CA-2013-124233,2013-04-09,Low,CK-125954,shipped
US-2013-139486,2013-05-22,High,LH-171554,in progress
CA-2013-153598,2013-12-04,High,NM-185204,shipped
CA-2014-118668,2014-01-03,Critical,FW-143954,shipped
CA-2014-125913,2014-01-17,High,JO-151454,pending
CA-2014-153080,2014-05-23,High,EH-139454,in progress
CA-2014-123029,2014-10-01,High,BT-115304,pending
CA-2014-107125,2014-11-28,High,BD-113204,pending
CA-2014-149699,2014-12-23,Critical,CM-121154,in progress
CA-2011-138436,2011-03-26,Medium,JD-158954,in progress
CA-2011-101462,2011-04-20,Medium,BP-112304,shipped
CA-2011-133158,2011-08-19,Medium,DW-131954,pending
CA-2011-123260,2011-08-26,Medium,FM-142904,shipped
CA-2011-109134,2011-11-05,Medium,DE-132554,shipped
CA-2012-121797,2012-01-30,Medium,CC-121454,in progress
CA-2012-157959,2012-02-03,Medium,RW-195404,in progress
CA-2012-144722,2012-03-16,Medium,MF-182504,in progress
CA-2012-158491,2012-06-04,Medium,BP-111554,in progress
CA-2012-108672,2012-09-10,Medium,FA-142304,shipped
CA-2012-135272,2012-12-07,Medium,MS-178304,pending
CA-2012-130253,2012-12-14,Medium,PP-189554,shipped
CA-2012-126347,2012-12-14,Medium,AJ-109454,shipped
CA-2012-157084,2012-12-19,Medium,JG-151604,shipped
CA-2013-121755,2013-01-16,Medium,EH-139454,in progress
CA-2013-169663,2013-03-11,Medium,RH-195104,pending
CA-2013-129728,2013-05-31,Medium,JG-153104,in progress
CA-2013-165995,2013-08-31,Medium,BG-117404,shipped
CA-2013-125794,2013-09-30,Medium,ML-174104,in progress
CA-2013-121748,2013-10-25,Medium,VW-217754,shipped
US-2013-125969,2013-11-07,Medium,LS-169754,shipped
CA-2013-105963,2013-11-16,Medium,SC-207704,in progress
US-2013-163881,2013-11-25,Medium,SP-208604,shipped
CA-2013-100468,2013-11-25,Medium,AT-104354,shipped
US-2013-116442,2013-12-16,Medium,BP-112304,pending
CA-2014-144463,2014-01-02,Medium,SC-207254,in progress
CA-2014-150602,2014-02-10,Medium,ML-173954,shipped
CA-2014-163902,2014-03-03,Medium,MY-173804,pending
CA-2014-123085,2014-03-04,Medium,EJ-137204,shipped
US-2014-123281,2014-04-03,Medium,JF-151904,shipped
US-2014-128398,2014-05-03,Medium,EM-138254,pending
CA-2014-159688,2014-05-08,Medium,AB-100604,pending
US-2014-167318,2014-07-27,Medium,GZ-145454,pending
CA-2014-101014,2014-08-30,Medium,RW-195404,pending
CA-2014-107244,2014-09-08,Medium,AG-103904,pending
US-2014-129441,2014-09-08,Medium,JC-153404,shipped
US-2014-146213,2014-09-10,Medium,MC-176054,pending
CA-2014-103611,2014-09-13,Medium,JM-155354,pending
CA-2014-101574,2014-09-29,Medium,BD-117254,in progress
CA-2014-108574,2014-10-08,Medium,MG-181454,in progress
CA-2014-148985,2014-11-12,Medium,TB-211904,in progress
CA-2014-157448,2014-11-17,Medium,LC-168854,in progress
IT-2011-2185983,2011-04-26,Critical,RC-198252,shipped
ES-2011-3933819,2011-05-15,High,KW-165702,in progress
ES-2011-1591803,2011-08-08,Medium,JF-152952,in progress
ES-2011-1808201,2011-11-04,Critical,HK-148902,shipped
ES-2012-2141914,2012-06-07,High,MH-174552,pending
IT-2012-5602177,2012-08-30,Medium,AA-104802,pending
ES-2012-2932271,2012-10-18,Medium,CD-127902,shipped
ES-2013-5131191,2013-04-25,Medium,CK-125952,in progress
ES-2013-4477075,2013-04-30,Medium,LW-169902,pending
ES-2013-4732219,2013-08-02,Medium,CJ-120102,in progress
ES-2013-1634109,2013-08-03,Medium,RF-193452,shipped
ES-2013-1715609,2013-08-14,High,SW-202452,in progress
ES-2013-4897406,2013-10-16,High,DB-130602,in progress
ES-2013-4638107,2013-12-09,Medium,JS-156852,pending
IT-2014-4810734,2014-01-01,Critical,AS-102402,in progress
IT-2014-5733804,2014-01-09,High,TH-212352,pending
ES-2014-2718788,2014-03-21,Critical,KA-165252,in progress
ES-2014-3130547,2014-04-21,Critical,JK-153702,pending
ES-2014-2863403,2014-05-19,Critical,PR-188802,in progress
IT-2014-4311078,2014-06-16,Medium,CT-119952,in progress
ES-2014-2033123,2014-08-28,Medium,KD-166152,pending
IT-2014-1242945,2014-10-13,Medium,AR-108252,pending
ES-2011-5315807,2011-09-20,Critical,SC-205752,shipped
IT-2012-1191900,2012-06-15,High,GR-145602,shipped
IT-2012-5541212,2012-06-23,High,TS-215052,pending
ES-2013-1818988,2013-10-15,High,LA-167802,shipped
ES-2014-5216176,2014-05-24,High,DK-131502,shipped
ES-2014-5438886,2014-09-20,High,JC-157752,in progress
IT-2011-1939979,2011-05-12,Critical,MP-181752,pending
IT-2011-5629016,2011-05-30,Critical,TC-212952,shipped
ES-2012-5269514,2012-03-29,Medium,RH-194952,pending
IT-2012-1694853,2012-08-23,Critical,NS-186402,in progress
IT-2012-2117720,2012-10-15,Medium,DB-129702,in progress
IT-2012-2847671,2012-11-23,High,TM-210102,in progress
IT-2013-2634279,2013-06-08,High,CA-122652,pending
ES-2013-4250728,2013-06-19,High,JG-158052,shipped
IT-2013-3843253,2013-09-20,Medium,SC-203052,shipped
IT-2014-1985106,2014-05-15,Medium,MG-176952,shipped
IT-2014-4142742,2014-06-18,Medium,DW-135852,shipped
ES-2014-4308323,2014-07-13,Critical,MC-172752,in progress
ES-2014-5084020,2014-07-14,High,MM-179202,in progress
ES-2011-5430994,2011-04-04,High,AG-104952,shipped
ES-2011-4688304,2011-12-20,High,TB-216252,pending
ES-2012-3077199,2012-06-20,Medium,KD-164952,pending
IT-2012-3490826,2012-07-03,Critical,MT-178152,in progress
ES-2012-3429212,2012-09-05,Medium,MV-181902,pending
ES-2012-2859554,2012-11-05,Medium,MF-176652,pending
ES-2013-1953205,2013-01-23,Medium,JS-156852,pending
ES-2013-4265843,2013-02-04,Medium,SV-209352,pending
ES-2013-4650117,2013-02-06,High,SG-204702,pending
ES-2013-1135121,2013-06-17,High,RB-196452,shipped
ES-2013-5785549,2013-07-15,Medium,JM-152502,pending
ES-2013-4246777,2013-11-05,High,DL-134952,pending
ES-2013-5251413,2013-11-25,High,TB-211752,in progress
ES-2014-2658079,2014-04-13,Medium,BP-110952,pending
ES-2014-1193193,2014-05-21,Critical,EN-137802,pending
ES-2014-2883279,2014-06-16,High,MC-175752,in progress
ES-2014-2034971,2014-08-02,Critical,RA-199452,pending
IT-2014-2819680,2014-08-07,Critical,CA-123102,in progress
IT-2014-2555028,2014-09-26,High,MB-173052,pending
ES-2014-5554891,2014-10-27,Critical,BN-115152,shipped
ES-2014-2879883,2014-12-04,Medium,DR-129402,in progress
IT-2011-5721470,2011-06-09,High,RA-199152,in progress
ES-2011-5251246,2011-09-27,Medium,FM-142152,in progress
ES-2011-4500805,2011-11-05,High,PO-188652,in progress
IT-2012-3641925,2012-03-13,High,TS-214302,pending
ES-2012-1553743,2012-08-10,High,FM-142152,shipped
ES-2013-4180252,2013-02-12,Medium,BM-111402,pending
IT-2013-5930911,2013-03-19,Critical,MV-174852,pending
IT-2013-1042428,2013-04-02,Medium,DL-133152,in progress
ES-2013-5749942,2013-04-11,Critical,CS-124002,in progress
IT-2013-4712032,2013-06-27,Medium,RW-196302,in progress
ES-2013-3221528,2013-08-01,High,JJ-157602,in progress
ES-2013-5079814,2013-09-20,High,GM-144552,shipped
ES-2013-1752483,2013-10-18,Critical,AB-100152,in progress
ES-2013-5911126,2013-10-29,High,AG-104952,shipped
ES-2013-5264926,2013-11-01,Medium,TP-215652,shipped
ES-2013-1337770,2013-12-03,High,KH-166302,shipped
ES-2014-1178010,2014-02-25,High,JB-154002,shipped
ES-2014-1987504,2014-08-02,Critical,JK-156402,shipped
ES-2014-5591557,2014-08-23,High,JL-152352,pending
ES-2014-5016250,2014-09-09,High,KM-166602,shipped
IT-2014-2180850,2014-11-27,High,CV-128052,shipped
ES-2014-3241942,2014-12-13,Medium,AB-101652,shipped
ES-2014-1010305,2014-12-17,Medium,CA-123102,pending
TU-2011-7670,2011-04-25,Medium,PA-90602,in progress
TU-2011-3910,2011-04-26,High,LC-69602,shipped
TU-2011-9120,2011-07-15,Critical,CG-20402,shipped
TU-2011-490,2011-07-16,Critical,PR-88803,shipped
TU-2011-660,2011-08-17,High,MY-82952,pending
TU-2011-6390,2011-09-08,Critical,CV-28052,shipped
TU-2011-5770,2011-11-04,Medium,RA-92853,shipped
TU-2011-4150,2011-11-21,High,LR-69152,in progress
TU-2011-4860,2011-11-23,High,MO-78002,in progress
TU-2011-8770,2011-12-08,High,EH-37652,shipped
TU-2011-8780,2011-12-26,Medium,LO-71702,shipped
TU-2012-4860,2012-01-11,Critical,CS-18452,pending
TU-2012-5520,2012-03-29,High,VS-118202,shipped
TU-2012-9450,2012-04-09,High,PM-91352,shipped
TU-2012-8070,2012-04-10,High,CM-26552,shipped
TU-2012-1940,2012-05-09,Medium,RH-95102,shipped
TU-2012-2690,2012-05-23,High,SF-102002,pending
TU-2012-7710,2012-05-26,Medium,JE-56102,shipped
TU-2012-3810,2012-06-29,High,LB-67353,pending
TU-2012-8330,2012-07-05,Medium,LS-69453,shipped
TU-2012-6830,2012-07-14,High,RP-98552,in progress
TU-2012-660,2012-07-30,Critical,RM-93752,shipped
TU-2012-4280,2012-08-07,Medium,LA-67802,in progress
TU-2012-800,2012-08-11,High,MA-75602,pending
TU-2012-5800,2012-08-15,Medium,AB-2553,in progress
TU-2012-5320,2012-08-29,Critical,TB-116252,in progress
TU-2012-4120,2012-09-18,High,LW-69902,pending
TU-2012-4770,2012-11-02,Medium,NP-87002,in progress
TU-2012-3470,2012-11-05,High,JL-58502,in progress
TU-2012-5220,2012-11-15,Medium,CM-26552,in progress
TU-2012-4060,2012-11-27,Medium,AB-1653,in progress
TU-2012-6640,2012-11-28,Medium,RB-94352,shipped
TU-2013-8160,2013-01-18,High,BP-11852,pending
TU-2013-7820,2013-02-12,Medium,MN-79352,shipped
TU-2013-1130,2013-03-14,Medium,ML-74101,pending
TU-2013-7630,2013-03-22,High,BE-13352,shipped
TU-2013-1610,2013-06-13,High,JS-59403,shipped
TU-2013-9640,2013-06-17,Medium,AR-5402,shipped
TU-2013-6400,2013-06-28,High,JF-55652,in progress
TU-2013-510,2013-07-02,Critical,PK-90752,shipped
TU-2013-7990,2013-07-29,Medium,TB-112502,in progress
TU-2013-9810,2013-08-21,High,EB-38702,pending
TU-2013-5470,2013-09-04,Critical,PF-92252,pending
TU-2013-2450,2013-09-14,Critical,CS-18452,shipped
TU-2013-3540,2013-09-24,Medium,MG-76802,shipped
TU-2013-9400,2013-09-26,Critical,DM-33452,in progress
TU-2013-7200,2013-09-28,Medium,ON-87152,shipped
TU-2013-6410,2013-11-28,Critical,TB-116252,pending
TU-2013-6330,2013-12-27,Medium,BT-14402,shipped
TU-2014-8530,2014-01-23,High,GA-45152,pending
TU-2014-1660,2014-02-03,Critical,IG-50852,pending
TU-2014-6400,2014-02-07,Medium,CS-18602,shipped
TU-2014-1960,2014-02-11,Medium,AT-4352,pending
TU-2014-5220,2014-03-05,High,EH-41252,in progress
TU-2014-980,2014-03-05,Medium,TD-109953,shipped
TU-2014-7440,2014-03-10,Medium,MM-72603,shipped
TU-2014-3780,2014-03-15,Critical,LC-69302,in progress
TU-2014-5660,2014-03-25,Critical,MO-75002,pending
TU-2014-890,2014-04-07,High,KH-66903,shipped
TU-2014-3550,2014-04-10,Medium,RA-98853,in progress
TU-2014-3110,2014-04-15,Medium,DK-32252,pending
TU-2014-6830,2014-04-25,Medium,MP-81752,shipped
TU-2014-5830,2014-04-28,Critical,RB-97053,shipped
TU-2014-2500,2014-04-30,Medium,BV-12451,shipped
TU-2014-3560,2014-05-12,Medium,AS-452,pending
TU-2014-1280,2014-05-20,High,DV-30452,in progress
TU-2014-8250,2014-06-09,Medium,EN-37802,in progress
TU-2014-7370,2014-06-11,High,GT-47553,pending
TU-2014-8680,2014-08-09,High,NW-84003,in progress
TU-2014-8080,2014-09-09,High,SB-101702,in progress
TU-2014-9280,2014-09-29,High,CK-22052,pending
TU-2014-5440,2014-09-30,High,SC-104402,shipped
TU-2014-8270,2014-12-03,Medium,EB-39302,in progress
TU-2014-540,2014-12-19,High,DM-29553,shipped
TU-2014-6470,2014-12-26,High,JG-51152,in progress
TU-2014-1230,2014-12-30,High,JL-52352,pending
TU-2014-5170,2014-12-31,Medium,VD-116702,pending
TU-2011-940,2011-05-13,High,MH-80253,in progress
TU-2011-9940,2011-06-02,Medium,NW-84003,in progress
TU-2011-9110,2011-06-07,High,CB-24152,shipped
TU-2011-7800,2011-07-23,Medium,TS-112052,in progress
TU-2011-5220,2011-09-27,Medium,TC-111452,shipped
TU-2011-5090,2011-09-29,Medium,JG-58052,in progress
TU-2011-1230,2011-12-02,Critical,TP-115652,shipped
TU-2011-6820,2011-12-15,Medium,RL-96152,shipped
TU-2012-9200,2012-01-18,High,DW-35403,shipped
TU-2012-8250,2012-02-07,Medium,EM-40953,pending
TU-2012-1770,2012-02-13,Medium,DB-30602,shipped
TU-2012-5560,2012-03-05,High,SV-107852,pending
TU-2012-2610,2012-04-19,Medium,KM-66602,pending
TU-2012-3250,2012-05-02,Medium,TB-112502,in progress
TU-2012-160,2012-06-15,Medium,GH-44253,in progress
TU-2012-60,2012-08-29,High,HZ-49502,pending
TU-2012-8560,2012-09-02,Medium,VW-117752,shipped
TU-2012-7850,2012-09-13,Medium,KW-65702,pending
TU-2012-5440,2012-11-08,Critical,BP-11852,shipped
TU-2012-9960,2012-11-16,Critical,TB-115202,in progress
TU-2013-6430,2013-03-09,High,EM-38253,pending
TU-2013-3950,2013-04-05,High,DH-36753,in progress
TU-2013-7240,2013-04-09,High,JH-54303,in progress
TU-2013-8610,2013-05-08,Medium,AW-8401,shipped
TU-2013-7900,2013-05-28,Critical,DB-32102,shipped
TU-2013-1880,2013-06-07,Critical,MJ-77402,shipped
TU-2013-3080,2013-06-14,Medium,RD-98102,shipped
TU-2013-3960,2013-06-22,High,DB-34051,shipped
TU-2013-2330,2013-06-27,High,JW-52202,pending
TU-2013-5580,2013-08-05,High,JA-59702,in progress
TU-2013-7800,2013-08-09,Medium,MY-82952,pending
TU-2013-8600,2013-08-19,High,MG-76802,shipped
TU-2013-3310,2013-09-19,Medium,SC-100202,in progress
TU-2013-710,2013-11-06,High,JA-59702,in progress
TU-2013-7590,2013-11-13,Medium,AW-8401,shipped
TU-2013-2480,2013-12-23,Medium,MG-78901,pending
TU-2014-6410,2014-01-17,Medium,CM-24452,shipped
TU-2014-7020,2014-01-20,Medium,SW-103502,shipped
TU-2014-9010,2014-02-05,Critical,TS-113403,in progress
TU-2014-480,2014-03-12,Medium,AJ-9602,pending
TU-2014-5260,2014-04-07,High,CS-23552,pending
TU-2014-1450,2014-05-05,High,CR-28202,in progress
TU-2014-1990,2014-05-21,High,KF-62852,pending
TU-2014-9670,2014-05-22,High,BN-14702,shipped
TU-2014-1670,2014-06-10,Critical,SB-102901,pending
TU-2014-6530,2014-06-14,Critical,ML-82652,pending
TU-2014-6540,2014-06-23,Medium,SB-102901,in progress
TU-2014-6630,2014-07-19,Medium,TB-112803,in progress
TU-2014-4510,2014-08-12,High,HG-48452,pending
TU-2014-100,2014-08-22,Medium,BC-11252,shipped
TU-2014-3030,2014-09-25,High,AW-8401,in progress
TU-2014-4860,2014-09-25,Medium,HP-48152,in progress
TU-2014-8330,2014-10-03,Medium,RR-95252,shipped
TU-2014-6030,2014-10-16,Medium,BG-17402,in progress
TU-2014-7870,2014-11-03,Medium,SW-102753,pending
TU-2014-4080,2014-11-18,Medium,GT-47553,pending
TU-2014-6210,2014-12-05,Medium,SB-101702,pending
TU-2014-8720,2014-12-27,High,MS-78302,pending
NI-2011-2370,2011-01-30,Medium,DP-31651,in progress
NI-2011-9470,2011-02-24,High,DK-28351,shipped
NI-2011-4150,2011-03-30,High,JB-60001,in progress
NI-2011-3090,2011-04-08,Medium,JH-59101,shipped
NI-2011-430,2011-04-20,Medium,EH-37651,shipped
NI-2011-2380,2011-05-02,Critical,RH-95101,pending
NI-2011-5870,2011-05-17,High,AG-6751,shipped
NI-2011-9710,2011-06-23,High,AG-5251,pending
NI-2011-9170,2011-07-26,Medium,GK-46201,pending
NI-2011-7830,2011-08-02,High,BP-12301,shipped
NI-2011-2980,2011-09-19,High,ME-77251,in progress
NI-2011-1440,2011-11-18,Medium,BD-16201,pending
NI-2011-2720,2011-11-18,High,ME-73201,in progress
NI-2011-8110,2011-11-28,High,IL-51001,pending
NI-2012-9700,2012-02-14,Medium,AH-1951,in progress
NI-2012-4150,2012-03-23,High,MZ-75151,in progress
NI-2012-6960,2012-05-09,Medium,EM-38251,pending
NI-2012-4860,2012-05-19,Medium,AJ-7801,pending
NI-2012-690,2012-07-16,Critical,CA-27751,in progress
NI-2012-3370,2012-08-17,Critical,SC-106951,pending
NI-2012-3590,2012-09-10,Critical,PO-91801,pending
NI-2012-3340,2012-10-17,Medium,AG-7651,pending
NI-2012-5980,2012-11-02,Medium,JE-56101,pending
NI-2012-3730,2012-12-10,Medium,ES-40201,shipped
NI-2013-2220,2013-03-01,High,NS-85051,shipped
NI-2013-7950,2013-04-15,Medium,AM-3601,pending
NI-2013-6420,2013-07-10,Medium,KC-62551,in progress
NI-2013-1630,2013-08-09,High,AC-6151,pending
NI-2013-6450,2013-08-19,Medium,MT-80701,pending
NI-2013-3390,2013-09-13,Medium,GW-46051,shipped
NI-2013-7280,2013-09-20,High,SD-104851,pending
NI-2013-3780,2013-09-27,Critical,TD-109951,shipped
NI-2013-1420,2013-11-06,Critical,KH-63301,pending
NI-2013-2470,2013-11-07,Medium,EB-41101,in progress
NI-2013-7730,2013-11-21,High,SA-108301,pending
NI-2013-9540,2013-11-26,Medium,SG-108901,pending
NI-2013-8980,2013-12-06,High,RA-99451,shipped
NI-2013-6690,2013-12-09,High,PR-88801,shipped
NI-2013-7440,2013-12-18,High,AJ-7801,shipped
NI-2013-3820,2013-12-24,Critical,AJ-7801,pending
NI-2013-7110,2013-12-26,High,MC-72751,in progress
NI-2013-3450,2013-12-26,Medium,EG-39001,in progress
NI-2014-8880,2014-01-29,High,TC-109801,in progress
NI-2014-5650,2014-06-03,Medium,SP-109201,pending
NI-2014-9870,2014-09-04,High,KH-63601,in progress
NI-2014-2370,2014-11-01,Critical,AA-6451,pending
NI-2014-1220,2014-11-04,High,PW-90301,shipped
NI-2014-1070,2014-12-17,Medium,TB-113551,in progress
NI-2014-1530,2014-12-24,Critical,CB-25351,shipped
NI-2011-7750,2011-01-25,Medium,GH-44251,in progress
NI-2011-4450,2011-05-10,Medium,JL-58501,in progress
NI-2011-7530,2011-06-14,High,CD-19801,in progress
NI-2011-3020,2011-07-01,Critical,SP-108601,in progress
NI-2011-5530,2011-10-25,Medium,DM-29551,in progress
NI-2011-1810,2011-11-21,Critical,RF-98401,in progress
NI-2012-3610,2012-01-30,High,JE-56101,in progress
NI-2012-2810,2012-06-19,High,DL-34951,shipped
NI-2012-6180,2012-08-24,Critical,JD-57901,pending
NI-2012-9410,2012-11-21,Medium,LS-72451,pending
NI-2012-8470,2012-12-25,Medium,JM-52501,pending
NI-2013-1560,2013-03-19,Medium,BD-15601,in progress
NI-2013-7610,2013-04-04,High,AZ-7501,pending
NI-2013-6950,2013-05-13,Medium,MT-78151,pending
NI-2013-4780,2013-07-03,Critical,TC-115351,pending
NI-2013-5730,2013-09-19,Medium,AH-301,pending
NI-2013-3460,2013-10-31,High,MV-81901,pending
NI-2013-7770,2013-12-10,High,GD-45901,shipped
NI-2013-9100,2013-12-16,High,CM-18301,pending
NI-2014-6620,2014-03-11,Medium,JM-55351,shipped
NI-2014-7110,2014-04-08,High,DO-36451,shipped
NI-2014-5850,2014-05-13,High,NP-87001,in progress
NI-2014-8800,2014-08-08,High,CR-25801,in progress
NI-2014-4600,2014-08-11,High,MM-82801,shipped
NI-2014-3990,2014-09-05,High,SV-108151,shipped
NI-2014-9530,2014-09-08,Critical,PH-87901,in progress
NI-2014-8490,2014-11-05,High,HW-49351,shipped
NI-2014-8510,2014-12-03,High,KL-66451,shipped
NI-2014-1900,2014-12-08,High,AG-9001,in progress
TX-2011-5720,2011-04-22,High,TZ-115802,pending
KZ-2011-5830,2011-05-12,Medium,LD-68552,shipped
KZ-2011-4170,2011-06-18,High,DF-31352,shipped
KZ-2011-7910,2011-07-20,Medium,MM-80552,shipped
TX-2011-390,2011-08-24,Critical,JJ-57602,shipped
KZ-2011-5490,2011-10-05,Critical,BT-13052,shipped
LH-2011-8340,2011-10-12,High,NS-86402,shipped
TZ-2011-1130,2011-11-01,High,CM-18151,shipped
KZ-2011-1240,2011-12-19,High,LS-72302,in progress
KZ-2011-3390,2011-12-19,High,DM-29553,shipped
